Class , z , b , c , H , Mem , Runs , Th , FP% , MinB , MaxB , AvgB , MinL , MaxL , AvgL , MinTime , MaxTime , AvgTime , MinHops , MaxHops , AvgHops ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  33.0  ,  100000 ,  2 ,  0.0  ,  5  ,  5  ,  5.0  ,  5  ,  5  ,  5.0  ,  1.5  ,  1.9  ,  1.699286  ,  15  ,  19  ,  16.99286  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  33.0  ,  100000 ,  2 ,  0.0  ,  5  ,  5  ,  5.0  ,  6  ,  6  ,  6.0  ,  1.54545454545  ,  2.54545454545  ,  1.86212727272  ,  17  ,  28  ,  20.4834  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  33.0  ,  100000 ,  2 ,  0.0  ,  5  ,  5  ,  5.0  ,  7  ,  7  ,  7.0  ,  1.58333333333  ,  2.66666666667  ,  2.16652083333  ,  19  ,  32  ,  25.99825  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  33.0  ,  100000 ,  2 ,  0.0  ,  5  ,  5  ,  5.0  ,  8  ,  8  ,  8.0  ,  1.61538461538  ,  2.76923076923  ,  2.42429923077  ,  21  ,  36  ,  31.51589  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  33.0  ,  100000 ,  2 ,  0.0  ,  5  ,  5  ,  5.0  ,  9  ,  9  ,  9.0  ,  2.14285714286  ,  2.85714285714  ,  2.50046285714  ,  30  ,  40  ,  35.00648  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  33.0  ,  100000 ,  2 ,  0.0  ,  5  ,  5  ,  5.0  ,  10  ,  10  ,  10.0  ,  2.06666666667  ,  2.93333333333  ,  2.567016  ,  31  ,  44  ,  38.50524  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  33.0  ,  100000 ,  2 ,  0.0  ,  5  ,  5  ,  5.0  ,  11  ,  11  ,  11.0  ,  2.0  ,  3.0  ,  2.62543375  ,  32  ,  48  ,  42.00694  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  33.0  ,  100000 ,  2 ,  0.0  ,  5  ,  5  ,  5.0  ,  12  ,  12  ,  12.0  ,  1.94117647059  ,  3.05882352941  ,  2.67710176471  ,  33  ,  52  ,  45.51073  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  33.0  ,  100000 ,  2 ,  0.0  ,  5  ,  5  ,  5.0  ,  13  ,  13  ,  13.0  ,  1.88888888889  ,  3.11111111111  ,  2.72236444444  ,  34  ,  56  ,  49.00256  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  33.0  ,  100000 ,  2 ,  0.0  ,  5  ,  5  ,  5.0  ,  14  ,  14  ,  14.0  ,  1.84210526316  ,  3.15789473684  ,  2.76334210526  ,  35  ,  60  ,  52.5035  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  33.0  ,  100000 ,  2 ,  0.0  ,  5  ,  5  ,  5.0  ,  15  ,  15  ,  15.0  ,  1.8  ,  3.2  ,  2.800709  ,  36  ,  64  ,  56.01418  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  33.0  ,  100000 ,  2 ,  0.0  ,  5  ,  5  ,  5.0  ,  16  ,  16  ,  16.0  ,  1.7619047619  ,  3.2380952381  ,  2.83295666667  ,  37  ,  68  ,  59.49209  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  33.0  ,  100000 ,  2 ,  0.0  ,  5  ,  5  ,  5.0  ,  17  ,  17  ,  17.0  ,  2.5  ,  3.22727272727  ,  2.86341818182  ,  55  ,  71  ,  62.9952  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  33.0  ,  100000 ,  2 ,  0.0  ,  5  ,  5  ,  5.0  ,  18  ,  18  ,  18.0  ,  2.47826086957  ,  3.21739130435  ,  2.84850869565  ,  57  ,  74  ,  65.5157  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  33.0  ,  100000 ,  2 ,  0.0  ,  5  ,  5  ,  5.0  ,  19  ,  19  ,  19.0  ,  2.45833333333  ,  3.20833333333  ,  2.8324975  ,  59  ,  77  ,  67.97994  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  33.0  ,  100000 ,  2 ,  0.0  ,  5  ,  5  ,  5.0  ,  20  ,  20  ,  20.0  ,  2.44  ,  3.2  ,  2.8206692  ,  61  ,  80  ,  70.51673  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  33.0  ,  100000 ,  2 ,  0.0  ,  5  ,  5  ,  5.0  ,  21  ,  21  ,  21.0  ,  2.42307692308  ,  3.19230769231  ,  2.80877346154  ,  63  ,  83  ,  73.02811  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  33.0  ,  100000 ,  2 ,  0.0  ,  5  ,  5  ,  5.0  ,  22  ,  22  ,  22.0  ,  2.40740740741  ,  4.0  ,  2.83437740741  ,  65  ,  108  ,  76.52819  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  33.0  ,  100000 ,  2 ,  0.0  ,  5  ,  5  ,  5.0  ,  23  ,  23  ,  23.0  ,  2.39285714286  ,  4.0  ,  2.92833964286  ,  67  ,  112  ,  81.99351  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  33.0  ,  100000 ,  2 ,  0.0  ,  5  ,  5  ,  5.0  ,  24  ,  24  ,  24.0  ,  2.37931034483  ,  4.0  ,  3.0194737931  ,  69  ,  116  ,  87.56474  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  33.0  ,  100000 ,  2 ,  0.0  ,  5  ,  5  ,  5.0  ,  25  ,  25  ,  25.0  ,  2.36666666667  ,  4.0  ,  3.10243733333  ,  71  ,  120  ,  93.07312  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  33.0  ,  100000 ,  2 ,  0.0  ,  5  ,  5  ,  5.0  ,  26  ,  26  ,  26.0  ,  2.35483870968  ,  4.0  ,  3.17915645161  ,  73  ,  124  ,  98.55385  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  33.0  ,  100000 ,  2 ,  0.0  ,  5  ,  5  ,  5.0  ,  27  ,  27  ,  27.0  ,  2.34375  ,  4.0  ,  3.2522290625  ,  75  ,  128  ,  104.07133  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  33.0  ,  100000 ,  2 ,  0.0  ,  5  ,  5  ,  5.0  ,  28  ,  28  ,  28.0  ,  2.33333333333  ,  4.0  ,  3.31812666667  ,  77  ,  132  ,  109.49818  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  33.0  ,  100000 ,  2 ,  0.0  ,  5  ,  5  ,  5.0  ,  29  ,  29  ,  29.0  ,  2.32352941176  ,  4.0  ,  3.38184029412  ,  79  ,  136  ,  114.98257  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  33.0  ,  100000 ,  2 ,  0.0  ,  5  ,  5  ,  5.0  ,  30  ,  30  ,  30.0  ,  2.31428571429  ,  4.0  ,  3.44523  ,  81  ,  140  ,  120.58305  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  33.0  ,  100000 ,  2 ,  0.0  ,  5  ,  5  ,  5.0  ,  31  ,  31  ,  31.0  ,  2.30555555556  ,  4.0  ,  3.50083138889  ,  83  ,  144  ,  126.02993  ,

PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  34.0  ,  100000 ,  4 ,  0.0  ,  5  ,  5  ,  5.0  ,  3  ,  3  ,  3.0  ,  2.125  ,  2.375  ,  2.2499175  ,  17  ,  19  ,  17.99934  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  34.0  ,  100000 ,  4 ,  0.0  ,  5  ,  5  ,  5.0  ,  4  ,  4  ,  4.0  ,  2.33333333333  ,  3.11111111111  ,  2.83247666667  ,  21  ,  28  ,  25.49229  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  34.0  ,  100000 ,  4 ,  0.0  ,  5  ,  5  ,  5.0  ,  5  ,  5  ,  5.0  ,  2.6  ,  3.4  ,  3.099941  ,  26  ,  34  ,  30.99941  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  34.0  ,  100000 ,  4 ,  0.0  ,  5  ,  5  ,  5.0  ,  6  ,  6  ,  6.0  ,  3.0  ,  3.63636363636  ,  3.31844727273  ,  33  ,  40  ,  36.50292  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  34.0  ,  100000 ,  4 ,  0.0  ,  5  ,  5  ,  5.0  ,  7  ,  7  ,  7.0  ,  2.91666666667  ,  3.83333333333  ,  3.4992275  ,  35  ,  46  ,  41.99073  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  34.0  ,  100000 ,  4 ,  0.0  ,  5  ,  5  ,  5.0  ,  8  ,  8  ,  8.0  ,  2.84615384615  ,  4.0  ,  3.65506846154  ,  37  ,  52  ,  47.51589  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  34.0  ,  100000 ,  4 ,  0.0  ,  5  ,  5  ,  5.0  ,  9  ,  9  ,  9.0  ,  3.42857142857  ,  4.14285714286  ,  3.78617714286  ,  48  ,  58  ,  53.00648  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  34.0  ,  100000 ,  4 ,  0.0  ,  5  ,  5  ,  5.0  ,  10  ,  10  ,  10.0  ,  3.4  ,  4.26666666667  ,  3.90034933333  ,  51  ,  64  ,  58.50524  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  34.0  ,  100000 ,  4 ,  0.0  ,  5  ,  5  ,  5.0  ,  11  ,  11  ,  11.0  ,  3.375  ,  4.375  ,  4.00043375  ,  54  ,  70  ,  64.00694  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  34.0  ,  100000 ,  4 ,  0.0  ,  5  ,  5  ,  5.0  ,  12  ,  12  ,  12.0  ,  3.35294117647  ,  4.47058823529  ,  4.08886647059  ,  57  ,  76  ,  69.51073  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  34.0  ,  100000 ,  4 ,  0.0  ,  5  ,  5  ,  5.0  ,  13  ,  13  ,  13.0  ,  3.33333333333  ,  4.55555555556  ,  4.16680888889  ,  60  ,  82  ,  75.00256  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  34.0  ,  100000 ,  4 ,  0.0  ,  5  ,  5  ,  5.0  ,  14  ,  14  ,  14.0  ,  3.31578947368  ,  5.36842105263  ,  4.39633894737  ,  63  ,  102  ,  83.53044  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  34.0  ,  100000 ,  4 ,  0.0  ,  5  ,  5  ,  5.0  ,  15  ,  15  ,  15.0  ,  3.3  ,  5.45  ,  4.7516015  ,  66  ,  109  ,  95.03203  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  34.0  ,  100000 ,  4 ,  0.0  ,  5  ,  5  ,  5.0  ,  16  ,  16  ,  16.0  ,  3.28571428571  ,  5.52380952381  ,  5.07103666667  ,  69  ,  116  ,  106.49177  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  34.0  ,  100000 ,  4 ,  0.0  ,  5  ,  5  ,  5.0  ,  17  ,  17  ,  17.0  ,  4.63636363636  ,  5.54545454545  ,  5.13580818182  ,  102  ,  122  ,  112.98778  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  34.0  ,  100000 ,  4 ,  0.0  ,  5  ,  5  ,  5.0  ,  18  ,  18  ,  18.0  ,  4.47826086957  ,  5.5652173913  ,  5.15279826087  ,  103  ,  128  ,  118.51436  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  34.0  ,  100000 ,  4 ,  0.0  ,  5  ,  5  ,  5.0  ,  19  ,  19  ,  19.0  ,  4.33333333333  ,  5.58333333333  ,  5.16606958333  ,  104  ,  134  ,  123.98567  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  34.0  ,  100000 ,  4 ,  0.0  ,  5  ,  5  ,  5.0  ,  20  ,  20  ,  20.0  ,  4.2  ,  5.6  ,  5.1809012  ,  105  ,  140  ,  129.52253  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  34.0  ,  100000 ,  4 ,  0.0  ,  5  ,  5  ,  5.0  ,  21  ,  21  ,  21.0  ,  4.07692307692  ,  5.61538461538  ,  5.19357384615  ,  106  ,  146  ,  135.03292  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  34.0  ,  100000 ,  4 ,  0.0  ,  5  ,  5  ,  5.0  ,  22  ,  22  ,  22.0  ,  4.77777777778  ,  5.62962962963  ,  5.20473074074  ,  129  ,  152  ,  140.52773  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  34.0  ,  100000 ,  4 ,  0.0  ,  5  ,  5  ,  5.0  ,  23  ,  23  ,  23.0  ,  4.67857142857  ,  5.64285714286  ,  5.21326642857  ,  131  ,  158  ,  145.97146  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  34.0  ,  100000 ,  4 ,  0.0  ,  5  ,  5  ,  5.0  ,  24  ,  24  ,  24.0  ,  4.58620689655  ,  5.65517241379  ,  5.22516482759  ,  133  ,  164  ,  151.52978  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  34.0  ,  100000 ,  4 ,  0.0  ,  5  ,  5  ,  5.0  ,  25  ,  25  ,  25.0  ,  4.5  ,  5.66666666667  ,  5.23422066667  ,  135  ,  170  ,  157.02662  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  34.0  ,  100000 ,  4 ,  0.0  ,  5  ,  5  ,  5.0  ,  26  ,  26  ,  26.0  ,  4.41935483871  ,  5.67741935484  ,  5.24333  ,  137  ,  176  ,  162.54323  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  34.0  ,  100000 ,  4 ,  0.0  ,  5  ,  5  ,  5.0  ,  27  ,  27  ,  27.0  ,  4.34375  ,  5.6875  ,  5.2509546875  ,  139  ,  182  ,  168.03055  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  34.0  ,  100000 ,  4 ,  0.0  ,  5  ,  5  ,  5.0  ,  28  ,  28  ,  28.0  ,  4.27272727273  ,  5.69696969697  ,  5.25730484848  ,  141  ,  188  ,  173.49106  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  34.0  ,  100000 ,  4 ,  0.0  ,  5  ,  5  ,  5.0  ,  29  ,  29  ,  29.0  ,  4.20588235294  ,  5.70588235294  ,  5.26359911765  ,  143  ,  194  ,  178.96237  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  34.0  ,  100000 ,  4 ,  0.0  ,  5  ,  5  ,  5.0  ,  30  ,  30  ,  30.0  ,  4.14285714286  ,  5.71428571429  ,  5.27234142857  ,  145  ,  200  ,  184.53195  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  34.0  ,  100000 ,  4 ,  0.0  ,  5  ,  5  ,  5.0  ,  31  ,  31  ,  31.0  ,  4.08333333333  ,  5.72222222222  ,  5.27883638889  ,  147  ,  206  ,  190.03811  ,



