Class , z , b , c , H , Mem , Runs , Th , FP% , MinB , MaxB , AvgB , MinL , MaxL , AvgL , MinTime , MaxTime , AvgTime , MinHops , MaxHops , AvgHops ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  32.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  3  ,  3  ,  3.0  ,  1.0  ,  1.25  ,  1.1249175  ,  8  ,  10  ,  8.99934  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  32.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  4  ,  4  ,  4.0  ,  1.0  ,  1.33333333333  ,  1.16633444444  ,  9  ,  12  ,  10.49701  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  32.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  5  ,  5  ,  5.0  ,  1.0  ,  1.4  ,  1.199286  ,  10  ,  14  ,  11.99286  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  32.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  6  ,  6  ,  6.0  ,  1.0  ,  1.45454545455  ,  1.22687454545  ,  11  ,  16  ,  13.49562  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  32.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  7  ,  7  ,  7.0  ,  1.0  ,  1.5  ,  1.24990583333  ,  12  ,  18  ,  14.99887  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  32.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  8  ,  8  ,  8.0  ,  1.0  ,  1.53846153846  ,  1.26967153846  ,  13  ,  20  ,  16.50573  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  32.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  9  ,  9  ,  9.0  ,  1.0  ,  2.21428571429  ,  1.35775857143  ,  14  ,  31  ,  19.00862  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  32.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  10  ,  10  ,  10.0  ,  1.0  ,  2.26666666667  ,  1.501796  ,  15  ,  34  ,  22.52694  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  32.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  11  ,  11  ,  11.0  ,  1.0  ,  2.3125  ,  1.62558875  ,  16  ,  37  ,  26.00942  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  32.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  12  ,  12  ,  12.0  ,  1.0  ,  2.35294117647  ,  1.73551117647  ,  17  ,  40  ,  29.50369  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  32.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  13  ,  13  ,  13.0  ,  1.0  ,  2.38888888889  ,  1.83440666667  ,  18  ,  43  ,  33.01932  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  32.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  14  ,  14  ,  14.0  ,  1.0  ,  2.42105263158  ,  1.92200842105  ,  19  ,  46  ,  36.51816  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  32.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  15  ,  15  ,  15.0  ,  1.0  ,  2.45  ,  2.0008115  ,  20  ,  49  ,  40.01623  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  32.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  16  ,  16  ,  16.0  ,  1.0  ,  2.47619047619  ,  2.07105190476  ,  21  ,  52  ,  43.49209  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  32.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  17  ,  17  ,  17.0  ,  1.72727272727  ,  2.45454545455  ,  2.09069090909  ,  38  ,  54  ,  45.9952  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  32.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  18  ,  18  ,  18.0  ,  1.69565217391  ,  2.4347826087  ,  2.0659  ,  39  ,  56  ,  47.5157  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  32.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  19  ,  19  ,  19.0  ,  1.66666666667  ,  2.41666666667  ,  2.04083083333  ,  40  ,  58  ,  48.97994  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  32.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  20  ,  20  ,  20.0  ,  1.64  ,  2.4  ,  2.0206692  ,  41  ,  60  ,  50.51673  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  32.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  21  ,  21  ,  21.0  ,  1.61538461538  ,  2.38461538462  ,  2.00108115385  ,  42  ,  62  ,  52.02811  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  32.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  22  ,  22  ,  22.0  ,  1.59259259259  ,  2.37037037037  ,  1.98226851852  ,  43  ,  64  ,  53.52125  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  32.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  23  ,  23  ,  23.0  ,  1.57142857143  ,  2.35714285714  ,  1.96384285714  ,  44  ,  66  ,  54.9876  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  32.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  24  ,  24  ,  24.0  ,  1.55172413793  ,  2.34482758621  ,  1.94899931034  ,  45  ,  68  ,  56.52098  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  32.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  25  ,  25  ,  25.0  ,  1.53333333333  ,  2.33333333333  ,  1.93463733333  ,  46  ,  70  ,  58.03912  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  32.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  26  ,  26  ,  26.0  ,  1.51612903226  ,  2.32258064516  ,  1.91969129032  ,  47  ,  72  ,  59.51043  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  32.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  27  ,  27  ,  27.0  ,  1.5  ,  2.3125  ,  1.9073421875  ,  48  ,  74  ,  61.03495  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  32.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  28  ,  28  ,  28.0  ,  1.48484848485  ,  2.30303030303  ,  1.89367333333  ,  49  ,  76  ,  62.49122  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  32.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  29  ,  29  ,  29.0  ,  1.47058823529  ,  2.29411764706  ,  1.88237823529  ,  50  ,  78  ,  64.00086  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  32.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  30  ,  30  ,  30.0  ,  1.45714285714  ,  2.28571428571  ,  1.87194428571  ,  51  ,  80  ,  65.51805  ,
PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  32.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  31  ,  31  ,  31.0  ,  1.44444444444  ,  2.27777777778  ,  1.86185277778  ,  52  ,  82  ,  67.0267  ,

PacketMinSketch ,  32 ,  4 ,  2 ,  2 ,  128.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  3  ,  3  ,  3.0  ,  1.0  ,  1.25  ,  1.05783875  ,  8  ,  10  ,  8.46271  ,
PacketMinSketch ,  32 ,  4 ,  2 ,  2 ,  128.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  4  ,  4  ,  4.0  ,  1.0  ,  1.33333333333  ,  1.08274666667  ,  9  ,  12  ,  9.74472  ,
